base_id,base_name,location,budget,classification,domain,commander_id
3528,awilcedz,Orillia,2312776,4,small,20504
3535,msudrone0,Dungon,6937191,2,small,20505
3542,smonikere1,Kapsan-ŭp,2454804,2,small,20506
3549,ejothame2,Buyun,1988153,5,big,20507
3556,kgladdolphe3,Tangkolo,2239442,5,small,20508
3563,abonairee4,Houmt Souk,1538613,3,middle,20509
3570,usumpnere5,Beaumont,9048266,4,middle,20510
3577,mmellande6,Koronadal,9959481,3,small,20511
3584,hyurchenkoe7,Solna,2453933,4,small,20512
3591,lkleinberere8,Daxing,5535225,4,middle,20513
3598,ebollarde9,Bangan-Oda,4138537,2,big,20514
3605,adrysdallea,Rifu,6083941,4,middle,20515
3612,agermanneb,Goyang-si,8893482,3,small,20516
3619,mfolkertsec,Phong Điền,5760853,4,middle,20517
3626,tjimmisoned,Belo Oriente,4382689,5,small,20518
3633,fhatchardee,Tacurong,3426253,2,small,20519
3640,ttamburief,Bunobogu,1344226,2,big,20520
3647,kjolliffeg,Hyattsville,9199779,3,small,20521
3654,dmatzeh,Jinhui,577291,2,small,20522
3661,aschwaigerei,Navariya,9982105,3,middle,20523
3668,qgetchej,La Unión,9700377,4,big,20524
3675,svandendaelek,Garden Grove,4186053,2,small,20525
3682,wjosefsonel,Kamensk-Ural’skiy,1825820,3,middle,20526
3689,gmackiewiczem,Phetchaburi,3590018,1,middle,20527
3696,jleminen,Talmest,9139539,5,small,20528
3703,hferieeo,Sozopol,7071587,5,small,20529
3710,dscimonelliep,Łubniany,7897758,2,big,20530
3717,tcockarilleq,Lestijärvi,9198694,3,middle,20531
3724,cmathiassener,Cachachi,6143803,2,middle,20532
3731,mtruderes,Ajaccio,7876296,3,middle,20533
3738,welizabethet,Sultan Kudarat,4526855,2,middle,20534
3745,bgeldarteu,Seogeom-ri,2625759,4,middle,20535
3752,kkirsoppev,Nishor,6729982,5,big,20536
3759,cbrewsterew,Jatiprahu,5652468,2,small,20537
3766,pdenkelex,Jinhai,9553503,4,middle,20538
3773,sdossettey,Ulaanbaatar,5821452,3,small,20539
3780,vcolliarez,Damaturu,6201399,2,middle,20540
3787,clundyf0,Shanhaiguan,3011564,3,middle,20541
3794,sdahmelf1,Agrela,8247007,3,small,20542
3801,rmcinerneyf2,Putre,1304665,3,small,20543
3808,asarahf3,Pandaan,1363899,3,big,20544
3815,cpaulif4,Chuangwang,4855972,5,small,20545
3822,psouthworthf5,Jungutbatu Kaja Dua,5872943,1,middle,20546
3829,klusherf6,Arroio do Meio,9578386,1,small,20547
3836,dyvenf7,Choya,8450225,4,middle,20548
3843,khearonf8,Chortkiv,1474263,5,middle,20549
3850,kmindenhallf9,Danauparis,4935696,2,small,20550
3857,khourihanfa,Rio Largo,4906506,1,small,20551
3864,nkinnardfb,Vilares,6640093,2,big,20552
3871,czimmermannsfc,Oklahoma City,2032434,4,small,20553
3878,kpurshousefd,Pataruman,658575,1,small,20554
3885,vsussexfe,Wangqu,4708872,2,small,20555
3892,bspeedff,Huaqiao,5954404,4,big,20556
3899,jkestevenfg,Port Antonio,3463875,2,small,20557
3906,ssaxtonfh,As Saffānīyah,3078859,5,middle,20558
3913,tedowesfi,Cimanggu,803538,1,big,20559
3920,vespinalfj,Chaihe,9276739,2,small,20560
3927,glucianifk,Matos da Ranha,9518820,2,middle,20561
3934,fambroisefl,Rejoyoso,8194245,5,small,20562
3941,ivannarfm,Denyshi,5543459,3,small,20563
3948,mschulkinsfn,El Copé,8118812,2,small,20564
3955,cvannerfo,Bangjun,9281836,1,small,20565
3962,cmattysfp,Arendal,6906916,2,middle,20566
3969,santeckifq,Soure,173012,4,small,20567
3976,abiswellfr,Anáfi,7374205,2,small,20568
3983,dshipstonfs,Novozavidovskiy,9349941,5,middle,20569
3990,wcrollft,Doksy,8500838,5,middle,20570
3997,ddelacrouxfu,Gujiadian,6552676,2,small,20571
4004,tandrusovfv,Besançon,8437532,2,middle,20572
4011,tgamblinfw,Pathum Rat,4210754,1,big,20573
4018,ahinkenfx,Krebet,6632890,1,small,20574
4025,sscimonify,Conchucos,5715823,3,big,20575
4032,jandrieufz,Dongfeng,7558841,2,big,20576
4039,nhabbershong0,San Rafael,121923,2,big,20577
4046,cwadlyg1,Milton,2206371,1,small,20578
4053,cbeding2,San Francisco,4356299,3,middle,20579
4060,rbetteg3,Deneysville,6284396,1,big,20580
4067,jrubertellig4,Ōmamachō-ōmama,9977624,3,small,20581
4074,csterzakerg5,Majiao,2367159,5,big,20582
4081,alebarrg6,Balangkayan,429168,3,big,20583
4088,nsholemg7,Pandakan,6460319,4,middle,20584
4095,bvaughng8,Semibratovo,4362888,5,small,20585
4102,jgronousg9,Krajan Kidul Rojopolo,9342566,2,big,20586
4109,hturfinga,Bromma,8313898,3,big,20587
4116,emidnergb,Mstsislaw,3974999,5,small,20588
4123,ljuoriogc,Hrodna,5673545,4,middle,20589
4130,bpollicottgd,Al Qārah,2825050,5,middle,20590
4137,zcasalege,Changjiang,352292,3,middle,20591
4144,ckilgallongf,Huqiu,2976628,4,big,20592
4151,ahutchcraftgg,Montenegro,402949,2,big,20593
4158,tlinkiegh,Barang,9566036,1,big,20594
4165,sattreedgi,Sungai,9144661,5,small,20595
4172,wprobbingsgj,Yonghe,5610384,5,middle,20596
4179,gseawellgk,Sekolan,8179108,1,small,20597
4186,moaklandgl,Kuishan,8927092,4,small,20598
4193,mfilippuccigm,Vila Flor,9954978,4,small,20599
4200,bleyregn,Woerden,6173726,1,big,20600
4207,gjobbinsgo,Spas’ke,3977627,1,small,20601
4214,fbellangergp,Nangger,4056358,3,middle,20602
4221,tgrinvaldsgq,Quillo,9788086,4,middle,20603
4228,bmccalumgr,Jatiwangi,9854812,4,big,20604
4235,hobroganegs,Brooklyn,4767830,3,big,20605
4242,ralsteadgt,Loga,2763370,1,big,20606
4249,gknucklesgu,Brooklyn,980425,5,big,20607
4256,hionnidisgv,Noda,5815847,1,small,20608
4263,aelvengw,Shuanghe,274708,3,small,20609
4270,spinwellgx,Darunban,4109189,5,small,20610
4277,cralfegy,São Paulo,9841494,5,big,20611
4284,sgerholdgz,Xinlin,540509,3,big,20612
4291,glegierh0,Pensacola,6901236,2,middle,20613
4298,astanetth1,Catamayo,5151297,4,small,20614
4305,ceallish2,Rabat,6914999,1,small,20615
4312,ltrainorh3,Mompach,1562786,4,big,20616
4319,hbradnickh4,Mekele,706821,3,big,20617
4326,aicetonh5,Songkan,7920077,1,big,20618
4333,aflindersh6,Betim,2104509,1,small,20619
4340,jbeynh7,Suresnes,2907150,3,big,20620
4347,dplaceh8,Przesmyki,7772127,1,small,20621
4354,eradnedgeh9,Bayan Qagan,4247224,3,small,20622
4361,aadlamha,Dunhao,7863085,4,middle,20623
4368,edickehb,Thị Trấn Yên Cát,5166515,2,big,20624
4375,ltrotmanhc,Portland,9496865,1,middle,20625
4382,naudushd,Sankoutang,420351,4,middle,20626
4389,fhayzerhe,Austin,9387580,1,small,20627
4396,rkeitleyhf,Huangbu,7432098,2,middle,20628
4403,cscanterburyhg,Tacheng,9221994,1,big,20629
4410,acavillehh,Kuala Terengganu,7574348,3,small,20630
4417,hchristinhi,Åby,7727905,2,middle,20631
4424,gwharbyhj,Lingdangge,8360643,1,small,20632
4431,tashhk,Kuaidamao,7362988,3,big,20633
4438,kchristophehl,Rudka,1627045,2,big,20634
4445,bbirneyhm,Khueang Nai,6590389,5,middle,20635
4452,bpittelhn,Deán Funes,5780187,4,small,20636
4459,pmckeaveneyho,Kumamoto,8784108,2,middle,20637
4466,mpattesallhp,Fornos de Algodres,7206877,2,small,20638
4473,gqueyoshq,Campos Novos,8632222,2,small,20639
4480,doldeyhr,Zhongshan Donglu,3482245,4,small,20640
4487,kjanauschekhs,Fundão,5915878,2,small,20641
4494,rbaffht,Tsuruoka,8192347,4,big,20642
4501,hsharmanhu,Tyret’ Pervaya,9535515,4,small,20643
4508,wbohlinghv,Shuitian,1419907,2,big,20644
4515,tblazichw,Mandesan,2843737,1,big,20645
4522,doloughranhx,Staryy Saltiv,8970318,2,big,20646
4529,aharrymanhy,Hulitu,273195,3,small,20647
4536,gknappehz,Gongji,3902983,3,middle,20648
4543,ggisbourni0,Oesao,748502,5,big,20649
4550,jmccolmi1,Česká Skalice,7409632,4,middle,20650
4557,tcrellimi2,Chaoyang,6206172,4,small,20651
4564,ksquibei3,Žeravice,872742,4,big,20652
4571,edahleni4,Montpellier,1621792,2,small,20653
4578,emcviei5,Fernando de Noronha (Distrito Estadual),5558140,5,big,20654
4585,bdodmani6,Ayaviri,5150813,3,small,20655
4592,dpassiei7,Ijero-Ekiti,9055004,1,small,20656
4599,fsimmersi8,Sarae,829393,3,small,20657
4606,sfritchlyi9,Wongsorejo,2896350,2,big,20658
4613,eshilstoneia,Welisara,480335,5,middle,20659
4620,ngilliceib,Zhongshan,450668,3,middle,20660
4627,scyseleyic,Sātkania,3154868,1,middle,20661
4634,jderobertid,Thap Than,6110036,1,middle,20662
4641,jlandsmanie,Dunhao,6103673,2,small,20663
4648,fshaplandif,Dongying,8623924,1,big,20664
4655,rsheermanig,San Jose,3729726,1,big,20665
4662,vsalkildih,El Galpón,6410084,4,middle,20666
4669,eclapshawii,Lužani,633585,2,big,20667
4676,smulliganij,Köyliö,2594595,4,middle,20668
4683,stiffanyik,Peyima,4686935,5,small,20669
4690,nsaingil,Shuangshipu,3580298,4,big,20670
4697,cflippiniim,Rubizhne,7824944,5,small,20671
4704,aredgravein,Cihurip Satu,6534361,3,small,20672
4711,jwitcherio,Nynäshamn,4803535,1,middle,20673
4718,bmccorleyip,Sumberbakti,7667706,2,middle,20674
4725,vjaineiq,Nueva Cajamarca,3923759,4,small,20675
4732,cfronczakir,Mrongi Daja,5119167,3,small,20676
4739,hwarris,Chodzież,5111831,5,middle,20677
4746,lplemingit,Télimélé,8745484,1,small,20678
4753,xdibiasioiu,Bojonglarang,8244742,4,big,20679
4760,lparadisiv,Levski,4138182,3,big,20680
4767,egonnetiw,Stare Pole,1727899,5,big,20681
4774,fstrippix,Vostochnyy,4740719,4,small,20682
4781,bmoorhouseiy,Sanxi,7383666,2,big,20683
4788,cbendsoniz,Slavuta,5679809,4,middle,20684
4795,adumpletonj0,Dieppe,6578437,2,big,20685
4802,gwhiffenj1,Balboa,8740991,5,small,20686
4809,jfitzmauricej2,Uppsala,3180233,5,big,20687
4816,nbardwallj3,Donan,7225586,4,small,20688
4823,dhadleighj4,Pemba,9042535,4,middle,20689
4830,dfollingj5,Yichun,5121969,4,small,20690
4837,mgregorettij6,Saint Ann’s Bay,7005726,4,middle,20691
4844,mcarletonj7,Yandang,4872281,3,big,20692
4851,gblackaterj8,Nueva Guadalupe,9989166,3,small,20693
4858,llarvorj9,Divichibazar,3901854,4,middle,20694
4865,cbeininckja,Chư Prông,9040494,1,small,20695
4872,sfailljb,Kota Bharu,5131488,5,small,20696
4879,cbaytropjc,Lowotukan,1648743,4,middle,20697
4886,cmcloneyjd,Acli,6455948,3,big,20698
4893,iwenbanje,Emiliano Zapata,9784546,1,big,20699
4900,mgerwoodjf,Tarko-Sale,3738751,5,small,20700
4907,vdosdelljg,Kafr Baţnā,4106783,3,big,20701
4914,cdysonjh,Shishan,5134685,2,middle,20702
4921,jspositoji,Velille,1020340,3,big,20703
4928,flabromjj,Hefei,1727362,5,big,20704
4935,chowiesonjk,Lipník nad Bečvou,7396684,2,middle,20705
4942,esymondsonjl,Vista Hermosa,6896128,3,small,20706
4949,kdudderidgejm,Chone,4386910,2,small,20707
4956,amaliphantjn,Kissidougou,1343333,2,middle,20708
4963,wferierjo,Dongguang,5353784,5,small,20709
4970,gkirleyjp,Chãos,5703649,4,big,20710
4977,cmorkhamjq,Gayabaru,495081,5,small,20711
4984,ggrammerjr,Hernández,3323054,2,big,20712
4991,vdecentjs,Dongchengyuan,1426190,2,middle,20713
4998,flatekjt,Kenyau,1505167,5,middle,20714
5005,hclinnickju,Binzhou,7438641,1,small,20715
5012,mgockelenjv,Renxian,3492047,1,big,20716
5019,dandrzejowskijw,Fengxizhai,3655419,4,big,20717
5026,ltitmarshjx,Sande Vila Nova,3316224,1,big,20718
5033,astationjy,Pailiao,7934517,1,middle,20719
5040,tnelsenjz,Solnechnogorsk,1135151,1,middle,20720
5047,clouchek0,Fangshan,3068344,2,big,20721
5054,shagleyk1,Kumba,5263516,5,small,20722
5061,fphilipsonk2,Makuyuni,8752285,5,middle,20723
5068,azwickerk3,Mỹ Xuyên,7209363,2,big,20724
5075,dbynoldk4,Santa Rita,6716043,4,big,20725
5082,sbartomeuk5,Agraharam,939881,3,big,20726
5089,wologhlenk6,Xinkai,5097736,5,big,20727
5096,hrowellk7,Filothéi,4689730,4,small,20728
5103,cgoodeek8,Narita,4538373,4,big,20729
5110,lchink9,Loanda,9643663,3,big,20730
5117,blannonka,Zonghan,8198425,3,middle,20731
5124,gcamilikb,Tamontaka,3010742,1,middle,20732
5131,mtarnkc,Fort Abbās,7232295,2,middle,20733
5138,rmarshmankd,Daniëlskuil,6115969,5,big,20734
5145,mchampainke,Sololá,2057129,4,small,20735
5152,ldubberkf,Wolofeo,2720396,5,small,20736
5159,lhoodlesskg,Chepo,6297162,4,small,20737
5166,xdellenbrokerkh,Yongjiang,6758461,1,small,20738
5173,pdmitrienkoki,Milwaukee,5445775,1,big,20739
5180,ptetfordkj,Seara,6894134,1,middle,20740
5187,cdalliwaterkk,Mölnlycke,2795144,1,big,20741
5194,disseleekl,Roshal’,1357903,5,big,20742
5201,ahazeltonkm,Shijie,7123060,5,small,20743
5208,dhartingtonkn,Châlons-en-Champagne,6605638,3,middle,20744
5215,kdewickeko,Komsomol’sk,866024,1,middle,20745
5222,mmunfordkp,Caucagüito,3998858,2,big,20746
5229,dbremleykq,Da’an,2816025,5,big,20747
5236,trodingerkr,Giebułtów,3680436,5,big,20748
5243,hgallifontks,Guaimaca,7090940,3,big,20749
5250,gscahillkt,Longxian Chengguanzhen,1828792,3,big,20750
5257,lbirdfieldku,Šuto Orizare,8226996,3,big,20751
5264,ohaxleykv,Brušperk,451097,3,middle,20752
5271,oarnoldskw,Inđija,519113,4,big,20753
5278,qjirucakx,Hassi Berkane,9486520,3,small,20754
5285,agolsbyky,Eiriz,1476971,5,small,20755
5292,rfillerkz,La Esperanza,8326819,5,big,20756
5299,aflottl0,Johor Bahru,1153671,5,middle,20757
5306,dskyraml1,Parchowo,4608816,5,small,20758
5313,jiannittil2,Khust,9177947,5,small,20759
5320,mhiddsleyl3,Iwkowa,9768944,5,middle,20760
5327,gbenianl4,Duyanggang,3618559,2,middle,20761
5334,icristoul5,Reinaldes,4290037,2,small,20762
5341,bbraxtonl6,Passal,2296296,4,small,20763
5348,kjollandsl7,Novozavidovskiy,8056190,4,big,20764
5355,dreynaldsl8,Gigant,6068890,1,middle,20765
5362,fpressnelll9,Tandil,4079158,4,big,20766
5369,gfriesela,La Sarrosa,5500933,5,middle,20767
5376,fslocketlb,Jiangpu,8392359,4,big,20768
5383,karnolc,Yuanguping,2853502,3,middle,20769
5390,ccancellerld,Shalakusha,9036373,1,middle,20770
5397,cluipoldle,Łętownia,6298042,3,big,20771
5404,bbrimilcombelf,Dajanrurung,9577325,4,middle,20772
5411,tjudronlg,Sémé,430939,3,small,20773
5418,pgrigoirelh,Nancheng,3561093,3,middle,20774
5425,csumersli,Marseille,1353642,4,big,20775
5432,bewbankslj,Alimono,9972558,2,small,20776
5439,aheadinglk,Rongxi,6224640,2,middle,20777
5446,nbrankleyll,Saint-Raymond,8097931,4,big,20778
5453,kkirkuplm,Thymianá,5968375,1,middle,20779
5460,akrochln,Beberibe,2281307,4,small,20780
5467,tmyleslo,Dollard-Des Ormeaux,5286507,4,middle,20781
5474,gpattlelp,Klášterec nad Ohří,9516949,2,big,20782
5481,okayserlq,Afogados da Ingazeira,1631656,1,middle,20783
5488,rartingstalllr,Khiwa,3460848,4,small,20784
5495,astimsonls,Tuupovaara,3776079,1,big,20785
5502,gburfieldlt,Emnambithi-Ladysmith,9724386,3,big,20786
5509,gguilelu,Albardón,4030903,2,small,20787
5516,amullinlv,Linxi,4251698,1,small,20788
5523,bmclaylw,Banjar Geriana Kangin,6112181,2,small,20789
5530,rhandrahanlx,Santo Antônio do Monte,976711,1,big,20790
5537,ehaenselly,Merapit,9196297,1,middle,20791
5544,ieastonlz,Shiḩan as Suflá,6230739,2,big,20792
5551,acockingsm0,Tunggulsari,6052490,1,big,20793
5558,roffam1,Danao,522076,2,middle,20794
5565,tblasonim2,Sūrīān,3203647,3,big,20795
5572,sbispom3,Estefania,9905828,4,middle,20796
5579,tudallm4,El Fahs,9670884,5,middle,20797
5586,fyum5,Järfälla,6733320,3,middle,20798
5593,kpiffordm6,Alto do Estanqueiro,4173442,2,big,20799
5600,sdoodneym7,Moxi,9786963,1,big,20800
5607,amiettinenm8,Bene 'Ayish,5626840,2,middle,20801
5614,tleaneym9,Bunga Mas,4863323,5,middle,20802
5621,dbrisardma,Plereyan,5311080,4,middle,20803
5628,fforsythmb,Bajos de Haina,5053158,4,middle,20804
5635,hbenezemc,Poja Nae,4088316,5,small,20805
5642,gpazmd,Albrechtice,9316408,2,small,20806
5649,wcastagnassome,Bunda,4204488,1,small,20807
5656,rcauntmf,Loutrá,7396850,2,small,20808
5663,kvandermarkmg,Kassel,9576971,1,middle,20809
5670,blowellmh,Balut,5905383,4,small,20810
5677,dgiannonimi,Wuxihe,3306838,2,small,20811
5684,ppursermj,Pagangan,9696705,5,big,20812
5691,thattonmk,Rennes,8281462,2,small,20813
5698,lbessantml,Tullamore,8414716,5,middle,20814
5705,mboulstridgemm,Terenozek,219348,4,small,20815
5712,jbischofmn,Sundawenang,2020372,2,big,20816
5719,mgoodinsonmo,Lunang,7016906,4,middle,20817
5726,chelstrommp,"Palmas De Gran Canaria, Las",4547785,1,small,20818
5733,lpattinsonmq,Longtan,6730740,2,big,20819
5740,dcribbottmr,Dongyuan,2081546,5,big,20820
5747,kburchettms,Panjakent,2375212,1,middle,20821
5754,sleathermt,Comapa,7268067,2,small,20822
5761,pparishmu,Boroon,2183011,1,big,20823
5768,jwishammv,Hexi,3723860,2,small,20824
5775,legertonmw,Badung,6402877,2,middle,20825
5782,kdodshonmx,Dallas,3209665,2,big,20826
5789,dpuckhammy,Vitarte,4221886,5,small,20827
5796,llappinmz,Yonggu,2572888,4,small,20828
5803,jstrongn0,Gaokan,2741001,4,middle,20829
5810,ejurgensonn1,Rajhrad,2826814,1,small,20830
5817,anorresn2,Alajuelita,1837354,5,small,20831
5824,dbarhimsn3,Luhe,3475370,5,big,20832
5831,mrushen4,Tisco,3153734,4,small,20833
5838,pcoppockn5,Jiuxian,3903982,1,middle,20834
5845,tbeaken6,Räpina,4818785,2,small,20835
5852,lgonthardn7,Ho,3052612,4,middle,20836
5859,wsaltsbergn8,Huangling,6941821,1,big,20837
5866,xwhightmann9,Chunmuying,8783426,2,small,20838
5873,fpickoverna,Haiyu,3716019,5,middle,20839
5880,jonolannb,Onueke,3160567,5,small,20840
5887,gstoaksnc,Balbagay,6873273,4,middle,20841
5894,koherlihynd,Jingnao,133463,5,middle,20842
5901,hviscovine,Topeka,4341146,4,small,20843
5908,dgallaccionf,Bang Kruai,2858921,5,big,20844
5915,igulcng,Przyborów,3861495,3,big,20845
5922,gattewellnh,Loureiro,6433213,1,big,20846
5929,rcollifordni,Shuizhai,8245009,1,middle,20847
5936,adrillotnj,Donostia-San Sebastian,5042602,1,middle,20848
5943,dbedinhamnk,Xin’an,2508977,2,middle,20849
5950,cundynl,Tolitoli,3606952,2,small,20850
5957,opylenm,Perbaungan,6995466,4,big,20851
5964,ddumininn,Lugouqiao,1324526,5,big,20852
5971,ogrigsonno,Saint-Brieuc,1448744,1,small,20853
5978,bvancenp,Campurrejo,5171549,4,big,20854
5985,jhaughinnq,Sandayong Sur,3838605,2,big,20855
5992,jcasbournenr,Satuek,5167022,4,middle,20856
5999,rashleens,Cachón,7978150,4,middle,20857
6006,mkarolovskynt,Quyangqiao,3989161,5,big,20858
6013,gridgleynu,Baoxing,8704223,4,middle,20859
6020,vclewleynv,São Sebastião,1702630,1,big,20860
6027,pwadmorenw,Upper San Mateo,4112294,2,middle,20861
6034,rmarishenkonx,Porirua,8381384,3,middle,20862
6041,ereucastleny,Klenica,3838561,1,big,20863
6048,mdunnettnz,Sanquan,748098,3,small,20864
6055,tbradbrooko0,Glyadyanskoye,313704,3,big,20865
6062,ajepenseno1,Igcocolo,2759345,4,big,20866
6069,hellioto2,Carthage,3011911,5,big,20867
6076,wjulyo3,Profítis Ilías,9250759,1,middle,20868
6083,lbartoso4,Mubi,7612825,2,big,20869
6090,lmealando5,Boituva,5690523,3,big,20870
6097,nrammello6,Xaysetha,516276,5,small,20871
6104,tmulhollando7,Plovdiv,7209938,1,middle,20872
6111,jlouiso8,Doumen,5357836,4,big,20873
6118,gcribbino9,Alexandria,6200001,4,small,20874
6125,clilburneoa,Rozsypne,3248590,3,big,20875
6132,nsiddeleyob,Charleston,1845989,3,middle,20876
6139,ldetocquevilleoc,Frederiksberg,2999877,3,small,20877
6146,vpeppardod,Kyjov,7253742,1,small,20878
6153,wbathoe,Horní Bříza,5038363,2,big,20879
6160,dsnellingof,Ombarade,4336483,3,small,20880
6167,arisbyog,Hampang,1951720,2,small,20881
6174,ebriarsoh,Lampitak,7909699,2,small,20882
6181,fcollibearoi,Schirmeck,5684488,1,big,20883
6188,lsixsmithoj,Jiukou,4959498,4,big,20884
6195,jquarrieok,Miguel Calmon,4778228,5,small,20885
6202,sganforthol,Bungtiang Barat,9137945,3,big,20886
6209,knealeyom,Ban Fang,7737055,4,small,20887
6216,gscareon,Bouabout,4377802,1,big,20888
6223,gsowteoo,Liwan,6009529,3,middle,20889
6230,fgarrardop,Banjar Banyuning Barat,9320428,2,small,20890
6237,llansdownoq,Sunne,9387232,4,small,20891
6244,gpimmockeor,Pueblo Nuevo,9384879,5,small,20892
6251,abateyos,Campo Grande,3559004,4,small,20893
6258,salbanyot,Huangpu,417005,1,small,20894
6265,ttregunnahou,Stenungsund,3566526,1,middle,20895
6272,rfranchioniov,Paloh,486048,3,middle,20896
6279,ntrulockeow,Innisfil,9914852,2,small,20897
6286,hmushartox,Maomiaoji,182906,5,small,20898
6293,etrowsdaleoy,Cergy-Pontoise,848121,3,middle,20899
6300,rkyneoz,Condega,6948074,5,middle,20900
6307,asoamesp0,União dos Palmares,8677131,5,middle,20901
6314,sgallichicciop1,Pacho,4044542,3,middle,20902
6321,pcrinkleyp2,Itoman,8128041,2,small,20903
6328,spulhamp3,Dulovo,6841936,1,big,20904
6335,csteadp4,Tsukumiura,7875118,4,small,20905
6342,ktellingp5,Chaupimarca,4422895,3,big,20906
6349,abutteryp6,Cerro Punta,4355415,3,small,20907
6356,wlacerp7,Khrenovoye,8653474,3,middle,20908
6363,msonleyp8,Nanzhao,2092633,5,middle,20909
6370,jgilchrestp9,Balangiga,1133079,5,big,20910
6377,ccattellpa,Longsha,1034265,3,big,20911
6384,djolliffepb,Hepo,5135228,2,small,20912
6391,khandespc,Anniston,3196399,1,middle,20913
6398,akupecpd,Yunxian Chengguanzhen,5738195,1,small,20914
6405,byusupovpe,Kedungbacin,6929321,1,small,20915
6412,cgallopf,Cabarroguis,7831289,5,small,20916
6419,smalpaspg,Haapsalu,676884,3,small,20917
6426,ahaskewph,Jacareí,6878862,4,middle,20918
6433,rdaneluttipi,Waitangi,8729077,5,big,20919
6440,bhalkyardpj,Chengji,2950307,3,middle,20920
6447,hgladdishpk,Hechuan,9244486,4,small,20921
6454,elawsonpl,Jombang,5940944,3,middle,20922
6461,gdutnallpm,Båstad,9735136,1,middle,20923
6468,smaunderpn,Seke,5774639,3,middle,20924
6475,kspirpo,Plaeng Yao,6642838,4,big,20925
6482,rpowerspp,El Ingenio,2158493,3,small,20926
6489,twishartpq,Santa Catalina,9525759,1,big,20927
6496,nvidapr,Rancapeundey,6837781,5,middle,20928
6503,arashleighps,Altıağac,7321922,5,middle,20929
6510,lheightonpt,Xibër-Murrizë,8232102,1,small,20930
6517,scastpu,Tsaghkaber,648515,5,small,20931
6524,foliverpv,Carcavelos,4131575,1,big,20932
6531,ttwiggerpw,Zangzhai,9758407,2,big,20933
6538,dbuntenpx,Qinghua,2764561,2,big,20934
6545,srugerpy,Miān Channūn,4149430,3,small,20935
6552,njagglipz,Cúa,6187579,2,middle,20936
6559,dskippq0,Huangzhuang,4590879,1,big,20937
6566,eygoq1,Espumoso,2167696,2,small,20938
6573,sbleakmanq2,Tupiza,4049305,1,small,20939
6580,mseilmannq3,Kandun,5890321,5,small,20940
6587,aengehamq4,Żarki,6523155,1,small,20941
6594,wfodenq5,Sizao,3157362,3,small,20942
6601,bbrithmanq6,Ketanggi,5149573,5,big,20943
6608,kdaultonq7,Brant,2882959,4,big,20944
6615,kgageq8,Pran Buri,6626563,3,middle,20945
6622,kwhitchurchq9,Skotoússa,5859683,1,small,20946
6629,gmcgroartyqa,Pysznica,1989636,2,small,20947
6636,ibleasdaleqb,Maturín,3709955,5,big,20948
6643,lbentkeqc,Nyrob,2858129,1,middle,20949
6650,cklemkeqd,Podbuzh,5088458,4,middle,20950
6657,ktiteqe,Sabaneta,2201423,5,small,20951
6664,vduesterqf,Turmus‘ayyā,5054282,1,big,20952
6671,ablowneqg,Shuangta,7137394,1,big,20953
6678,lcunradoqh,Saint Louis,4878928,4,small,20954
6685,ssheepyqi,Mólos,1767435,5,big,20955
6692,ginsollqj,Hayil,1025741,4,big,20956
6699,bmcgownqk,Aldeia,4790887,3,big,20957
6706,mmonsonql,Al Majāridah,6614616,4,middle,20958
6713,abusfieldqm,Tiandiba,2413268,5,small,20959
6720,blorenzettiqn,Dhidhdhoo,8399523,3,middle,20960
6727,egarrityqo,Shimen,7440068,4,big,20961
6734,tcastagneqp,Sourotí,5591185,5,middle,20962
6741,spaverqq,Yelan’-Kolenovskiy,7197592,5,small,20963
6748,uwolseyqr,Bocos,3068658,3,small,20964
6755,mwinfindaleqs,Rawa,7578723,4,small,20965
6762,vruslenqt,San Ignacio de Velasco,3899026,3,small,20966
6769,ssibbetqu,Bhimbar,9248487,3,middle,20967
6776,estripplingqv,Nanpu,5232420,3,big,20968
6783,kbridgerqw,Tulsa,6986713,1,big,20969
6790,lsauvainqx,Shuangjie,5714217,4,small,20970
6797,fcastanosqy,Vin’kivtsi,1625405,1,small,20971
6804,lloosqz,Xiangshan,3780535,2,middle,20972
6811,ddwellyr0,Petaluma,6660448,2,big,20973
6818,agillsonr1,Krosno,5302003,5,big,20974
6825,grangeleyr2,Örnsköldsvik,3105277,5,big,20975
6832,sgarardr3,Jakšić,1369939,2,small,20976
6839,tcostockr4,Parabcan,5953377,4,big,20977
6846,gtowseyr5,Zhukovskiy,746133,2,small,20978
6853,rspaingowerr6,Saint-Ouen,3495524,3,small,20979
6860,lchalonerr7,Dikirnis,2499168,3,big,20980
6867,adwiner8,Danderyd,4337685,5,middle,20981
6874,dmccullumr9,Gangsha,8423465,5,middle,20982
6881,miohananofra,Situbondo,5732960,1,small,20983
6888,gmenloerb,Haokou,225176,2,small,20984
6895,athompsonrc,Ikryanoye,2480951,2,big,20985
6902,tbarsbyrd,Megion,9150027,5,big,20986
6909,avasilischevre,Gornja Koprivna,5475736,5,middle,20987
6916,hshearmanrf,Taoyuan,5870650,4,small,20988
6923,smoulsdallrg,Badaogu,7684426,3,small,20989
6930,alegallrh,Shangyu,7984777,4,big,20990
6937,ckingstonri,Yemva,1674006,3,middle,20991
6944,wgilyattrj,Chynów,6624967,3,middle,20992
6951,vbeachemrk,Ubá,9723531,3,small,20993
6958,dbalaamrl,Partenit,4762213,3,middle,20994
6965,yadamorm,Foundiougne,6728790,4,big,20995
